Prefixo;grupo;codigo_ativo;data_referencia;data_vencimento;percentual_taxa;taxa_compra;taxa_venda;taxa_indicativa;desvio_padrao;val_min_intervalo;val_max_intervalo;pu;percent_pu_par;duration;percent_reune;emissor
consultoria;DI SPREAD;VLIDA1;2026-05-19;2030-12-15;DI + 1,0000%;1.7198;1.343;1.5142;0.08;1.43;1.59;1046.577796;98.64;677.0;--;VALID SOLUCOES S/A (*)
consultoria;IPCA SPREAD;VRDN12;2026-05-19;2034-12-15;IPCA + 5,5500%;;8.7391;8.9502;0.47;8.47;9.42;1206.775048;88.38;955.0;5%;VIARONDON CONCESSIONÁRIA DE RODOVIA S/A
consultoria;DI SPREAD;ACOV15;2026-05-19;2032-06-10;DI + 1,1000%;2.0;1.3;1.5247;0.14;1.38;1.66;1053.704437;98.92;651.0;--;ACO VERDE DO BRASIL S/A (*)
consultoria;IPCA SPREAD;AEAB11;2026-05-19;2044-06-15;IPCA + 7,0718%;8.4843;8.2044;8.3958;0.07;8.31;8.47;1137.649175;91.2;1845.0;--;AES CAJUINA AB1 HOLDINGS S.A. (*)
consultoria;DI SPREAD;AESLA8;2026-05-19;2029-09-10;DI + 0,4900%;0.6117;0.3;0.4527;0.02;0.43;0.47;1027.592351;100.08;578.0;15%;RGE SUL DISTRIBUIDORA DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;AGIZ11;2026-05-19;2047-03-15;IPCA + 7,7322%;8.7504;8.3987;8.5991;0.04;8.55;8.64;981.215003;93.58;2053.0;--;AGUAS DA IMPERATRIZ S.A.
consultoria;DI SPREAD;AGPI11;2026-05-19;2027-06-27;DI + 1,9000%;;;;;;;;;;--;AGUAS DO PIAUI SPE S.A. (*) (**)
consultoria;IPCA SPREAD;AGVF12;2026-05-19;2027-08-15;IPCA + 6,7686%;9.2099;8.8259;8.9972;0.2;8.79;9.19;775.952245;98.52;180.0;--;AGRO INDUSTRIAS DO VALE DO SAO FRANCISCO SA - AGROVALE (*)
consultoria;IPCA SPREAD;AHGD13;2026-05-19;2041-09-15;IPCA + 7,3293%;8.8831;8.6445;8.7546;0.1;8.65;8.85;0.952646;92.57;1444.0;--;ATHON GERACAO DISTRIBUIDA S/A (*)
consultoria;IPCA SPREAD;ALGE16;2026-05-19;2037-11-15;IPCA + 6,1451%;7.7738;7.5065;7.7012;0.12;7.57;7.82;953.088805;92.14;1396.0;--;ALIANCA GERACAO DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;ALUP18;2026-05-19;2034-10-15;IPCA + 6,4986%;7.8999;7.6301;7.7729;0.09;7.67;7.86;1015.713279;93.2;1482.0;--;ALUPAR INVESTIMENTO S/A (*)
consultoria;IPCA SPREAD;ANHBB6;2026-05-19;2037-07-15;IPCA + 7,0457%;7.928;7.7196;7.8098;0.05;7.75;7.86;1012.47245;95.36;1673.0;5%;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A (*)
consultoria;DI SPREAD;APRB28;2026-05-19;2027-06-15;DI + 0,8600%;0.9;0.5027;0.7021;0.0;0.69;0.7;438.928449;100.09;160.0;5%;AUTOPISTA REGIS BITTENCOURT S/A (*)
consultoria;IPCA SPREAD;ARTRA7;2026-05-19;2035-05-15;IPCA + 7,7000%;10.1876;9.409;9.8537;0.29;9.55;10.15;926.050539;88.74;1501.0;5%;ARTERIS S/A (*)
consultoria;IPCA SPREAD;AXIA18;2026-05-19;2033-02-15;IPCA + 6,8000%;7.9955;7.7418;7.8532;0.03;7.81;7.89;982.58855;94.82;1359.0;5%;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS (*)
consultoria;IPCA SPREAD;BARU11;2026-05-19;2043-03-15;IPCA + 7,7959%;8.2091;7.8957;8.0602;0.07;7.98;8.13;1224.265002;98.13;1928.0;--;BARUERI ENERGIA RENOVAVEL S.A. (*)
consultoria;IPCA SPREAD;BCPSA5;2026-05-19;2029-03-15;IPCA + 5,7687%;7.6116;7.2393;7.4113;0.08;7.32;7.49;1074.130166;96.06;655.0;40%;CLARO S/A
consultoria;DI PERCENTUAL;BHIAA0;2026-05-19;2050-11-28;100,0000% do DI;;;;;;;0.352978;26.72;;--;GRUPO CASAS BAHIA S.A. (*) (**)
consultoria;DI SPREAD;BRIT11;2026-05-19;2027-08-25;DI + 2,0000%;1.4154;0.8024;1.1077;0.14;0.96;1.25;694.652497;100.63;181.0;--;BRISANET PARTICIPACOES S.A.
consultoria;DI SPREAD;BRKMB8;2026-05-19;2032-11-09;DI + 1,9500%;;;;;;;474.076203;47.23;;--;BRASKEM S/A (*)
consultoria;DI SPREAD;BRKPA0;2026-05-19;2027-04-15;DI + 2,4000%;2.6336;2.2197;2.4528;0.06;2.39;2.51;395.75649;99.95;217.0;--;BRK AMBIENTAL PARTICIPACOES S/A (*) (**)
consultoria;DI SPREAD;BRKPA2;2026-05-19;2029-02-21;DI + 3,2500%;2.9215;2.5816;2.7585;0.05;2.7;2.81;1050.697628;101.06;558.0;35%;BRK AMBIENTAL PARTICIPACOES S/A (*)
consultoria;DI SPREAD;CASN13;2026-05-19;2028-11-16;DI + 5,5000%;3.0713;2.0046;2.5731;0.07;2.49;2.64;837.33378;103.19;283.0;--;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*)
consultoria;DI SPREAD;CASN14;2026-05-19;2030-04-15;DI + 2,3000%;4.0435;3.0055;3.19;0.66;2.52;3.85;984.351687;98.31;494.0;--;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN
consultoria;IPCA SPREAD;CASN23;2026-05-19;2033-11-16;IPCA + 10,3294%;8.6368;8.2276;8.3252;0.18;8.13;8.51;1123.836494;106.13;828.0;--;COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*)
consultoria;IPCA SPREAD;CBAN12;2026-05-19;2034-07-15;IPCA + 5,0000%;8.0503;7.7113;7.9015;0.06;7.83;7.96;1428.738091;88.88;1071.0;--;CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A
consultoria;DI SPREAD;CBRDB8;2026-05-19;2028-05-10;DI + 1,9500%;;;;;;;;;;--;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*)
consultoria;DI SPREAD;CEEBB4;2026-05-19;2029-04-15;DI + 1,6800%;1.1621;0.5564;0.8601;0.09;0.76;0.95;1030.375719;101.67;518.0;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*)
consultoria;IPCA SPREAD;CEEBB6;2026-05-19;2030-08-15;IPCA + 6,2500%;8.0832;7.9519;8.0137;0.05;7.96;8.06;1094.823149;94.68;833.0;--;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*)
consultoria;DI SPREAD;CEEBB8;2026-05-19;2031-06-10;DI + 1,1000%;0.9059;0.4151;0.6881;0.05;0.63;0.74;1079.365085;101.32;816.0;5%;CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*)
consultoria;DI SPREAD;CEED16;2026-05-19;2030-08-05;DI + 1,0500%;0.8295;0.5;0.6848;0.03;0.64;0.72;1050.234673;100.92;638.0;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*)
consultoria;IPCA SPREAD;CEED21;2026-05-19;2029-08-15;IPCA + 5,4409%;8.1977;7.9284;8.087;0.05;8.03;8.14;1237.542971;93.92;636.0;--;COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D
consultoria;PREFIXADO;CEPEA6;2026-05-19;2032-04-25;PREFIXADO + 13,5966%;14.1244;13.5238;13.857;0.3;13.55;14.16;997.875967;99.03;1068.0;10%;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**)
consultoria;DI SPREAD;CEPEB2;2026-05-19;2029-04-15;DI + 1,6800%;1.24;0.7012;0.9794;0.02;0.95;1.0;1027.873374;101.43;518.0;--;COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*)
consultoria;DI SPREAD;CEROA2;2026-05-19;2029-12-15;DI + 0,9500%;0.7827;0.5861;0.7042;0.16;0.53;0.87;1069.738609;100.66;686.0;--;CENTRAIS ELETRICAS DE RONDONIA S/A CERON
consultoria;IPCA SPREAD;CGASB4;2026-05-19;2040-09-15;IPCA + 6,5846%;7.8661;7.5788;7.7237;0.05;7.66;7.78;950.956333;91.0;2204.0;--;COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*)
consultoria;IPCA SPREAD;CGOS13;2026-05-19;2031-04-15;IPCA + 7,1000%;8.2561;7.9881;8.1619;0.07;8.08;8.24;1113.463409;96.68;859.0;--;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;CGOS15;2026-05-19;2030-03-20;DI + 1,0500%;0.8;0.5777;0.6845;0.02;0.66;0.7;1031.57343;100.84;585.0;--;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;CGOS19;2026-05-19;2031-11-25;DI + 0,9200%;0.8772;0.6;0.7325;0.03;0.69;0.76;1078.679613;100.68;930.0;--;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;CGOS34;2026-05-19;2035-10-15;IPCA + 6,6789%;8.3378;8.1063;8.2461;0.07;8.17;8.31;1041.554369;91.4;1539.0;5%;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;DI SPREAD;CHTH11;2026-05-19;2029-12-15;DI + 0,4300%;0.9539;0.4877;0.7207;0.11;0.6;0.83;1052.977265;99.3;611.0;--;CHINA THREE GORGES BRASIL ENERGIA S.A. (*)
consultoria;DI SPREAD;CIEL19;2026-05-19;2028-10-20;DI + 0,3900%;0.5465;0.3509;0.4367;0.02;0.41;0.45;1009.561138;99.9;531.0;35%;CIELO S/A (*)
consultoria;DI SPREAD;CLCD16;2026-05-19;2028-11-15;DI + 1,6500%;1.2755;0.6023;0.974;0.03;0.93;1.01;1010.27352;100.9;341.0;--;CELESC DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CLCD26;2026-05-19;2030-11-15;IPCA + 6,5279%;7.7957;7.4676;7.5935;0.07;7.51;7.67;1096.275392;96.91;791.0;--;CELESC DISTRIBUIÇÃO S/A (*)
consultoria;DI SPREAD;CMGD18;2026-05-19;2027-06-15;DI + 1,3500%;0.9041;0.5311;0.7429;0.05;0.68;0.79;1070.561936;100.57;242.0;--;CEMIG DISTRIBUIÇÃO S/A (*) (**)
consultoria;DI SPREAD;CMGDA0;2026-05-19;2029-02-15;DI + 0,8000%;0.6805;0.3999;0.566;0.03;0.52;0.6;1040.327986;100.44;481.0;--;CEMIG DISTRIBUIÇÃO S/A (*)
consultoria;DI SPREAD;CMGDA3;2026-05-19;2030-04-15;DI + 0,6400%;0.7056;0.4524;0.5935;0.02;0.57;0.61;1013.752909;100.12;693.0;--;CEMIG DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CMGDB1;2026-05-19;2036-09-15;IPCA + 6,5769%;8.0439;7.7845;7.9093;0.03;7.87;7.94;1006.079113;91.39;1807.0;35%;CEMIG DISTRIBUIÇÃO S/A (*)
consultoria;IPCA SPREAD;CMIN22;2026-05-19;2037-07-15;IPCA + 7,0673%;14.8459;14.0899;14.3607;0.07;14.28;14.43;773.578635;63.83;1603.0;--;CSN MINERACAO S.A.
consultoria;DI SPREAD;CMTR19;2026-05-19;2027-12-15;DI + 1,3300%;0.8514;0.5098;0.69;0.05;0.63;0.74;713.842606;100.6;240.0;35%;CEMIG GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;IPCA SPREAD;CMTR29;2026-05-19;2029-12-15;IPCA + 7,6245%;7.9265;7.6175;7.7784;0.05;7.72;7.83;1211.152717;99.55;778.0;5%;CEMIG GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;IPCA SPREAD;CPFGA2;2026-05-19;2031-05-15;IPCA + 6,0265%;8.0061;7.6967;7.8512;0.07;7.77;7.92;1118.741774;94.11;892.0;45%;CPFL TRANSMISSAO S.A (*)
consultoria;DI SPREAD;CPFGA3;2026-05-19;2031-09-10;DI + 0,5900%;0.7002;0.404;0.5711;0.04;0.52;0.62;1027.575062;100.06;871.0;--;CPFL GERAÇÃO DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;CPFPB1;2026-05-19;2035-09-15;IPCA + 6,8967%;8.0052;7.8207;7.8799;0.04;7.83;7.92;986.358234;94.34;1592.0;--;COMPANHIA PIRATININGA DE FORÇA E LUZ (*)
consultoria;DI SPREAD;CPGT18;2026-05-19;2030-01-15;DI + 1,4000%;1.0;0.6;0.8091;0.02;0.78;0.83;1066.461999;101.45;624.0;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;DI SPREAD;CPGT39;2026-05-19;2034-10-10;DI + 0,9500%;1.1745;0.6909;0.875;0.08;0.78;0.96;1018.006504;100.34;1170.0;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;DI SPREAD;CPGTA0;2026-05-19;2029-02-15;DI + 0,5900%;0.7049;0.4002;0.5654;0.02;0.53;0.59;1035.684661;100.04;481.0;--;COPEL GERAÇÃO E TRANSMISSÃO S/A (*)
consultoria;IPCA SPREAD;CPIS13;2026-05-19;2036-09-15;IPCA + 6,8091%;;8.111;8.2186;0.06;8.15;8.28;1008.55429;91.68;1653.0;--;EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A (*)
consultoria;DI SPREAD;CSANA0;2026-05-19;2029-06-28;DI + 1,0000%;2.7901;2.122;2.4471;0.18;2.26;2.63;1025.962436;97.04;530.0;5%;COSAN S.A. (*)
consultoria;DI SPREAD;CSANB0;2026-05-19;2034-06-28;DI + 1,5000%;2.776;2.2122;2.5146;0.13;2.38;2.64;1015.426777;95.86;1060.0;15%;COSAN S.A. (*)
consultoria;DI SPREAD;CSMGD2;2026-05-19;2036-03-15;DI + 0,6500%;0.8989;0.6766;0.8115;0.05;0.75;0.86;1018.063598;99.35;1013.0;--;CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*)
consultoria;DI SPREAD;CTEE19;2026-05-19;2028-11-15;DI + 2,8300%;0.521;0.2697;0.4116;0.05;0.35;0.46;1033.750481;103.24;339.0;--;ISA ENERGIA BRASIL S.A.
consultoria;IPCA SPREAD;CTNSA5;2026-05-19;2036-02-15;IPCA + 6,6675%;8.1979;7.9108;8.095;0.06;8.03;8.15;936.442206;90.91;1786.0;--;ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A (*)
consultoria;IPCA SPREAD;CTRR11;2026-05-19;2032-08-15;IPCA + 6,9094%;7.7731;7.3501;7.5584;0.02;7.53;7.57;747.118759;98.31;703.0;--;CANTAREIRA TRANSMISSORA DE ENERGIA S/A
consultoria;IPCA SPREAD;EDPT11;2026-05-19;2033-05-15;IPCA + 7,0267%;8.1049;7.9432;8.0211;0.08;7.93;8.1;809.635667;96.77;887.0;--;EDP TRANSMISSÃO S.A. (*) (**)
consultoria;IPCA SPREAD;EEELA1;2026-05-19;2034-04-15;IPCA + 6,0994%;8.0455;7.7649;7.8915;0.09;7.79;7.98;1007.001501;90.96;1414.0;15%;CPFL TRANSMISSAO S.A (*)
consultoria;DI SPREAD;EEELA3;2026-05-19;2029-09-10;DI + 0,4900%;0.6;0.3;0.4769;0.04;0.43;0.52;1027.024339;100.02;578.0;--;CPFL TRANSMISSAO S.A (*)
consultoria;IPCA SPREAD;EGVG21;2026-05-19;2029-10-15;IPCA + 3,7000%;7.9309;7.5588;7.743;0.14;7.59;7.89;554.179475;93.37;445.0;--;ENEL GREEN POWER VOLTA GRANDE S.A.
consultoria;IPCA SPREAD;EKTRA8;2026-05-19;2031-03-15;IPCA + 7,0099%;8.1665;7.8788;8.0148;0.09;7.91;8.11;985.082901;96.16;1052.0;45%;ELEKTRO REDES S.A. (*)
consultoria;IPCA SPREAD;ELET42;2026-05-19;2029-05-15;IPCA + 5,1814%;8.013;7.6531;7.8435;0.05;7.78;7.9;1392.992789;95.41;471.0;--;CENTRAIS ELETRICAS BRASILEIRAS S/A ELETROBRAS
consultoria;IPCA SPREAD;ELPLA5;2026-05-19;2031-04-15;IPCA + 4,2600%;15.8475;12.9947;14.2949;0.34;13.95;14.63;969.731754;72.25;877.0;--;ELETROPAULO METROP. ELETRIC. DE S.P. S/A (*)
consultoria;DI SPREAD;ELTN16;2026-05-19;2031-09-15;DI + 0,8500%;0.9;0.6736;0.7948;0.02;0.76;0.82;1027.119541;100.2;950.0;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
consultoria;DI SPREAD;ELTN19;2026-05-19;2032-11-15;DI + 0,6500%;0.95;0.7;0.8319;0.01;0.81;0.84;993.204523;99.2;1106.0;--;CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A - ELETRONORTE (*)
consultoria;IPCA SPREAD;ENAT12;2026-05-19;2029-09-17;IPCA + 7,1149%;9.0999;8.702;8.8882;0.08;8.8;8.96;1109.519171;96.55;536.0;--;ENAUTA PARTICIPACOES S.A. (*)
consultoria;PREFIXADO;ENAT23;2026-05-19;2030-06-15;PREFIXADO + 13,5733%;;14.5407;14.7068;0.22;14.47;14.93;1022.108173;96.98;775.0;--;3R PETROLEUM OLEO E GAS S.A. (*)
consultoria;IPCA SPREAD;ENEV13;2026-05-19;2027-12-15;IPCA + 4,2259%;8.2486;7.8724;8.0152;0.08;7.92;8.1;942.253106;96.38;258.0;--;ENEVA S.A.
consultoria;IPCA SPREAD;ENEVB0;2026-05-19;2039-04-15;IPCA + 6,6737%;8.0249;7.7366;7.8879;0.08;7.8;7.97;1010.293513;91.08;2055.0;--;ENEVA S.A. (*)
consultoria;IPCA SPREAD;ENGI39;2026-05-19;2027-10-15;IPCA + 5,1074%;8.2215;7.9578;8.121;0.04;8.07;8.16;1545.344116;96.23;341.0;--;ENERGISA S/A
consultoria;IPCA SPREAD;ENGIC0;2026-05-19;2039-04-15;IPCA + 6,4045%;8.1473;7.8077;8.0146;0.11;7.89;8.13;979.090435;88.23;2067.0;15%;ENERGISA S/A
consultoria;IPCA SPREAD;ENJG21;2026-05-19;2027-06-15;IPCA + 6,4962%;;9.7135;9.8898;0.23;9.65;10.12;492.485057;98.24;141.0;35%;COMPANHIA ENERGÉTICA JAGUARA
consultoria;IPCA SPREAD;ENMTA7;2026-05-19;2031-02-15;IPCA + 6,1076%;8.2085;7.96;8.1195;0.06;8.05;8.18;1057.909392;93.25;933.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;IPCA SPREAD;ENMTB5;2026-05-19;2032-04-15;IPCA + 6,2770%;8.22;7.9792;8.1139;0.12;7.99;8.23;1115.885045;93.01;1060.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.
consultoria;IPCA SPREAD;ENMTC5;2026-05-19;2035-09-15;IPCA + 7,0999%;8.2316;7.8925;8.0661;0.05;8.0;8.12;986.749673;94.02;1717.0;--;ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;ENSEA5;2026-05-19;2036-02-15;IPCA + 6,6675%;8.1969;7.9101;8.0772;0.1;7.96;8.18;937.536233;91.02;1786.0;5%;ENERGISA SERGIPE - DIST.DE ENERGIA S/A (*)
consultoria;IPCA SPREAD;EQPAA1;2026-05-19;2038-01-15;IPCA + 6,5700%;8.3462;8.0679;8.2671;0.07;8.19;8.34;925.771887;89.06;1822.0;--;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A. (*)
consultoria;IPCA SPREAD;EQSP21;2026-05-19;2034-01-15;IPCA + 4,6500%;;;8.2313;0.03;8.19;8.27;917.962174;89.08;841.0;--;EQUATORIAL TRANSMISSORA 3 SPE S.A.
consultoria;IPCA SPREAD;EQTN11;2026-05-19;2033-01-15;IPCA + 4,8500%;8.1159;7.9956;8.1069;0.0;8.09;8.11;1016.172155;91.03;759.0;--;EQUATORIAL TRANSMISSORA 2 SPE S/A
consultoria;DI SPREAD;ESCEA6;2026-05-19;2030-06-11;DI + 0,5000%;0.7919;0.3561;0.5769;0.01;0.56;0.59;1059.706599;99.79;684.0;--;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA SA (*)
consultoria;DI SPREAD;ESSDA2;2026-05-19;2029-09-04;DI + 0,8000%;0.9973;0.5887;0.7614;0.05;0.7;0.81;1030.749298;100.1;667.0;--;ENERGISA SUL-SUDESTE - DISTRIBUICAO DE ENERGIA S.A
consultoria;IPCA SPREAD;ETEN21;2026-05-19;2028-12-15;IPCA + 5,1410%;8.2563;8.021;8.1277;0.04;8.08;8.17;1461.062259;95.95;368.0;--;ENERGISA TRANSMISSAO DE ENERGIA S.A
consultoria;IPCA SPREAD;FBRI13;2026-05-19;2034-04-15;IPCA + 7,3609%;7.5316;7.1419;7.3629;0.03;7.33;7.39;1109.54915;99.99;1212.0;--;FIBRASIL INFRAESTRUTURA FIBRA OTICA S.A. (*)
consultoria;DI SPREAD;FLRY25;2026-05-19;2027-12-16;DI + 1,2000%;0.7718;0.4501;0.6265;0.03;0.59;0.66;712.612961;100.54;241.0;--;FLEURY S/A (*)
consultoria;DI SPREAD;FLRY27;2026-05-19;2029-04-22;DI + 1,5500%;1.1563;0.6289;0.9295;0.03;0.89;0.96;1025.979048;101.49;612.0;--;FLEURY S/A (*)
consultoria;IPCA SPREAD;GASC23;2026-05-19;2033-10-15;IPCA + 5,7283%;9.2351;8.8282;8.985;0.12;8.86;9.1;1066.627441;83.27;1500.0;--;RUMO MALHA PAULISTA S/A (*)
consultoria;DI SPREAD;GUAR17;2026-05-19;2028-10-15;DI + 0,9500%;1.1788;0.8625;1.0144;0.01;0.99;1.03;1011.643325;99.89;427.0;--;GUARARAPES CONFECCOES S/A (*)
consultoria;DI SPREAD;HAPV19;2026-05-19;2032-05-16;DI + 1,0500%;5.7942;4.1909;5.0373;0.37;4.65;5.41;854.79637;85.43;1005.0;45%;HAPVIDA PARTICIPACOES E INVESTIMENTOS S/A (*)
consultoria;IPCA SPREAD;IRJS14;2026-05-19;2043-05-15;IPCA + 8,2000%;11.1021;10.765;10.9294;0.09;10.83;11.02;1093.729189;83.47;1759.0;--;IGUA RIO DE JANEIRO S.A. (*)
consultoria;IPCA SPREAD;ISAEB0;2026-05-19;2037-10-15;IPCA + 6,6598%;;7.6006;7.6713;0.08;7.58;7.75;962.264747;92.67;2012.0;40%;ISA ENERGIA BRASIL S.A. (*)
consultoria;IPCA SPREAD;ITPE13;2026-05-19;2042-06-15;IPCA + 8,6500%;9.886;9.0513;9.4735;0.06;9.4;9.53;1045.521636;94.28;1946.0;--;COMPANHIA AGUAS DE ITAPEMA (*)
consultoria;DI SPREAD;JHSFA3;2026-05-19;2027-12-20;DI + 2,2000%;1.4709;0.9913;1.2152;0.04;1.16;1.26;849.240435;100.7;184.0;--;JHSF PARTICIPAÇÕES S/A (*)
consultoria;DI SPREAD;JSMLB3;2026-05-19;2026-05-20;DI + 2,2000%;2.75;0.104;1.8015;0.64;1.15;2.44;539.517658;100.0;1.0;--;SIMPAR S.A. (*)
consultoria;DI SPREAD;LMTPA0;2026-05-19;2029-10-15;DI + 1,7000%;2.0662;1.7608;1.8707;0.02;1.84;1.89;1008.773425;99.54;686.0;45%;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIOS S.A. (*)
consultoria;DI SPREAD;MATD12;2026-05-19;2031-05-15;DI + 0,9500%;1.0456;0.5173;0.8278;0.08;0.74;0.91;1005.281037;100.41;858.0;--;HOSPITAL MATER DEI S.A. (*)
consultoria;DI SPREAD;MILSA1;2026-05-19;2030-08-19;DI + 0,9000%;1.5894;0.7766;1.253;0.0;1.24;1.26;1024.968492;98.99;727.0;--;MILLS ESTR. E SERVIÇOS DE ENGENHARIA S/A (*)
consultoria;IPCA SPREAD;MRSAB1;2026-05-19;2035-09-15;IPCA + 6,3439%;7.9778;7.7325;7.8389;0.05;7.78;7.89;1047.301407;91.37;1615.0;10%;MRS LOGÍSTICA S/A (*)
consultoria;IPCA SPREAD;MRSAB2;2026-05-19;2036-09-15;IPCA + 6,5514%;7.9778;7.7131;7.7991;0.07;7.72;7.87;1013.971782;92.19;1744.0;45%;MRS LOGÍSTICA S/A (*)
consultoria;DI SPREAD;MTRO12;2026-05-19;2027-04-25;DI + 4,5000%;1.2451;0.7525;1.0012;0.0;0.99;1.0;293.24627;101.54;114.0;--;COMPANHIA DO METROPOLITANO DE SAO PAULO
consultoria;IPCA SPREAD;NTEN11;2026-05-19;2030-05-15;IPCA + 7,2500%;13.9615;12.5171;13.2779;0.16;13.11;13.44;916.137266;89.08;523.0;10%;NORTE ENERGIA S/A
consultoria;DI SPREAD;NTSD36;2026-05-19;2034-02-15;DI + 1,7000%;1.1676;0.8838;1.0335;0.03;0.99;1.06;1067.267567;102.82;1072.0;5%;NOVA TRANSPORTE DO SUDESTE S.A. - NTS (*)
consultoria;DI SPREAD;OMGE16;2026-05-19;2030-03-15;DI + 1,1500%;1.3254;1.0535;1.1924;0.01;1.17;1.21;1024.25166;99.87;744.0;--;OMEGA GERAÇÃO S/A (*) (**)
consultoria;DI SPREAD;OMGE17;2026-05-19;2031-02-15;DI + 0,8900%;1.4416;1.1526;1.2998;0.06;1.23;1.36;1011.934966;98.6;873.0;10%;OMEGA GERAÇÃO S/A (*)
consultoria;DI SPREAD;OMGE26;2026-05-19;2031-03-15;DI + 1,2500%;1.3727;1.0952;1.2406;0.01;1.22;1.25;1026.027131;100.03;880.0;--;OMEGA GERAÇÃO S/A (*) (**)
consultoria;DI SPREAD;OVSAA8;2026-05-19;2029-06-10;DI + 2,7000%;2.8277;2.4526;2.6729;0.18;2.48;2.85;1072.904963;100.05;509.0;35%;UNIDAS LOCACOES E SERVICOS S.A. (*)
consultoria;IPCA SPREAD;PEJA22;2026-05-19;2034-02-15;IPCA + 6,4662%;8.2453;7.8742;8.0945;0.13;7.96;8.22;1040.50928;92.08;1360.0;5%;PRIO FORTE S.A (*)
consultoria;IPCA SPREAD;PETR28;2026-05-19;2040-06-15;IPCA + 6,6556%;7.3827;7.0032;7.1636;0.14;7.01;7.3;1025.869202;95.97;2166.0;--;PETRÓLEO BRASILEIRO S/A - PETROBRAS (*)
consultoria;DI SPREAD;PFOR25;2026-05-19;2032-02-20;DI + 1,3500%;1.812;1.5123;1.6496;0.05;1.59;1.7;1024.73751;98.92;918.0;--;PRIO FORTE S.A (*)
consultoria;IPCA SPREAD;PRTE12;2026-05-19;2028-03-15;IPCA + 6,9045%;8.0632;7.7444;7.8909;0.03;7.85;7.92;411.236962;98.98;278.0;--;PARANAIBA TRANSMISSORA DE ENERGIA S.A.
consultoria;IPCA SPREAD;RAIZ23;2026-05-19;2039-09-15;IPCA + 6,4794%;;;;;;;462.93915;42.03;;15%;RAIZEN S.A. (*)
consultoria;DI SPREAD;RDORB5;2026-05-19;2032-10-15;DI + 1,9500%;1.3764;1.1085;1.245;0.04;1.2;1.28;1042.051497;102.8;1008.0;--;REDE DOR SÃO LUIZ S/A (*)
consultoria;DI SPREAD;RDORC7;2026-05-19;2029-06-20;DI + 0,7900%;0.6559;0.4626;0.5613;0.01;0.54;0.58;1063.041057;100.39;435.0;35%;REDE DOR SÃO LUIZ S/A (*)
consultoria;DI SPREAD;RDORD4;2026-05-19;2031-09-15;DI + 1,1000%;1.2033;1.0176;1.0929;0.02;1.07;1.11;1025.704903;100.02;944.0;35%;REDE DOR SÃO LUIZ S/A (*)
